Institution,Control,State,Category,Plan,Lat,Long,March_Death,April_Death,May_Death,June_Death,March_Hospitalized,April_Hospitalized,May_Hospitalized,June_Hospitalized,March_InICU,April_InICU,May_InICU,June_InICU,March_onVentilatorCumulative,April_onVentilatorCumulative,May_onVentilatorCumulative,June_onVentilatorCumulative,March_Positive,April_Positive,May_Positive,June_Positive,March_Recovered,April_Recovered,May_Recovered,June_Recovered,constitution_party_numbers,democrat_numbers,green_numbers,libertarian_numbers,republican_numbers
Bethel College,Private,KS,"<a href=""https://www.bethelks.edu/coronavirus-information"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.6777882,-86.1945307,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Donnelly College,Private,KS,"<a href=""https://www.donnelly.edu/news-events/news/1682029/donnelly-students-to-return-to-campus-fall-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.1123006,-94.65035999999999,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Emporia State University,Public,KS,"<a href=""https://www.emporia.edu/covid-19-information/campus-communications/april-30-2020-moving-forward-town-hall-meeting/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,38.4163982,-96.1792764,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Kansas State University,Public,KS,"<a href=""https://www.k-state.edu/today/announcement/?id=64796"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.1974437,-96.5847249,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Pittsburg State University,Public,KS,"<a href=""https://aur.edu/news/new-academic-calendar-fall-2020-aur"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.3902857,-94.6915709,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
University of Kansas,Public,KS,"<a href=""https://coronavirus.ku.edu/sites/coronavirus.ku.edu/files/docs/Restoring%20the%20KU%20Community.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,38.9543439,-95.25579609999998,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Washburn University,Public,KS,"<a href=""https://news.washburn.edu/in-person-classes-fall-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.03346610000001,-95.7019537,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Wichita State University,Public,KS,"<a href=""https://wichita.edu/about/COVID-19/shockers_united/index.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,37.71863670000001,-97.29414140000002,53,2198,5252,217,254,10167,21830,842,0,399,7603,284,0,181,3401,124,2319,54501,236731,10011,0,538,13084,547,1,5,0,5,5
Bennington College,Private,VT,"<a href=""https://www.bennington.edu/bennington-college-fall-2020-plan"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.9203078,-73.23593609999998,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
Middlebury College,Private,VT,"<a href=""https://www.middlebury.edu/office/announcements/previous-announcements/april-30-2020-letter-president-patton-scenario-planning"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.0081076,-73.1760413,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
Northern Vermont University,Public,VT,"<a href=""https://www.vsc.edu/press-release-vermont-state-colleges-system-thanks-legislative-leaders-pledging-financial-support-campuses-open-fall-urges-students-enroll-return/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.5355567,-72.025198,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
Norwich University,Private,VT,"<a href=""https://www.norwich.edu/news/psa"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.1383618,-72.6591964,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
St. Michael's College,Private,VT,"<a href=""https://www.smcvt.edu/student-life/health-and-safety/bergeron-wellness-center/health-alert-coronavirus-covid-19/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.49598,-73.16374300000003,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
University of Vermont,Public,VT,"<a href=""https://www.uvm.edu/newsstories/news/4/29/20-looking-fall-2020-message-president-garimella"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.4778528,-73.1964637,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
Vermont Technical College,Public,VT,"<a href=""https://www.vtc.edu/news/update-covid-19-coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.938717,-72.604721,94,980,1653,55,108,365,0,0,0,0,0,0,0,0,0,0,2173,21824,29077,983,15,300,21033,880,2,5,1,5,5
Bethel University,Private,MN,"<a href=""https://www.bethel.edu/covid-19/images/5-11-20-covid-19-update.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,45.058197,-93.162518,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
College of Saint Benedict and Saint John's University,Private,MN,"<a href=""https://www.csbsju.edu/covid-19/campus-communications/052620-fall-update"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,45.5796783,-94.3944417,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
Concordia University St. Paul,Private,MN,"<a href=""https://www.csp.edu/news/concordia-st-paul-welcomes-students-back-to-campus-fall-2020/?fbclid=IwAR3FPR6FD5vbZtCz1bUOd_8vVvPbh3Cevenf6hmKcWeEEiOUp2RTIOH5xYg"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.9497911,-93.1564853,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
Macalester College,Private,MN,"<a href=""https://www.macalester.edu/news/2020/04/planning-for-fall-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.9378933,-93.1691354,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
Minnesota State University at Mankato,Public,MN,"<a href=""https://mankato.mnsu.edu/about-the-university/news-and-events/covid-19-novel-coronavirus-and-the-campus-community/covid-19-announcements/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.1513247,-94.0005078,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
St. Cloud State University,Public,MN,"<a href=""http://universitychron.com/scsu-town-hall-may-15-2020-the-word-of-our-future-is-flexible/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,45.55118640000001,-94.1515137,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
St. Olaf College,Private,MN,"<a href=""https://www.stolaf.edu/multimedia/play/?p=907"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,44.4616634,-93.1826784,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
University of Minnesota,Public,MN,"<a href=""https://www.startribune.com/university-of-minnesota-budget-envisions-multiple-scenarios-for-fall-class/570293472/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,44.97399,-93.2277285,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
University of Northwestern – St. Paul,Private,MN,"<a href=""https://unwsp.edu/news/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,45.031563,-93.168573,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
Winona State University,Public,MN,"<a href=""https://www.winona.edu/emergency/health-alert.asp"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,44.0473997,-91.6432837,47,3818,21869,1060,513,14936,63798,3086,101,5625,21406,981,0,0,0,0,4470,65271,469272,25208,755,27178,304857,19441,5,2,5,5,5
Bloomfield College,Private,NJ,"<a href=""https://bloomfield.edu/campus-life/campus-security/campus-alerts/coronavirus-updates/messages-president-marcheta-p-evans"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.79471789999999,-74.1963834,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
College of New Jersey,Public,NJ,"<a href=""https://emergency.tcnj.edu/2020/04/24/updates-on-spring-2020-tuition-fall-2020-operations-and-federal-emergency-grants-for-students/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.268439,-74.77769599999998,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Drew University,Private,NJ,"<a href=""http://www.drew.edu/1/emergency-information/coronavirus-disease-2019-covid-19/#faq-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.7607334,-74.42735920000001,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Fairleigh Dickinson University,Private,NJ,"<a href=""https://www.fdu.edu/news/fairleigh-dickinson-university-announces-fall-2020-operations-on-nj-campuses/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,40.8980267,-74.03067320000002,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Kean University,Public,NJ,"<a href=""https://www.kean.edu/coronavirus-information"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.6776652,-74.2348825,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Montclair State University,Public,NJ,"<a href=""https://www.montclair.edu/president/state-of-the-university-address-may-6-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.8625464,-74.1976522,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
New Jersey Institute of Technology,Public,NJ,"<a href=""https://www.njit.edu/update-provost-deek-pandemic-recovery-plan"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.74279960000001,-74.1770884,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Princeton University,Private,NJ,"<a href=""https://www.princeton.edu/news/2020/05/04/president-eisgruber-writes-princeton-community-about-state-university-and-planning"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.3430942,-74.65507389999998,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Rider University,Private,NJ,"<a href="" https://www.rider.edu/news/2020/05/07/letter-president-dellomo-about-formation-fall-2020-planning-task-force "" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.27880089999999,-74.73798839999998,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Rowan University,Public,NJ,"<a href=""https://www.rowan.edu/virusinfo/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,39.7089194,-75.11827339999998,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Rutgers University,Public,NJ,"<a href=""https://nbchancellor.rutgers.edu/status"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.5008186,-74.44739910000001,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Seton Hall University,Private,NJ,"<a href=""https://www.shu.edu/news/planned-opening-fall-semester.cfm"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.7433773,-74.2465446,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Stevens Institute of Technology,Private,NJ,"<a href=""https://www.stevens.edu/directory/student-health-services/health-advisory-update/coronavirus-2019-covid-19-information/advisories-updates/april-2020#042920a"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.7450708,-74.02482690000002,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Stockton University,Public,NJ,"<a href=""https://stockton.edu/emergency-management/coronavirus.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,39.4919685,-74.53097749999998,1160,102702,308935,11721,0,0,101026,17222,0,0,0,0,0,0,0,0,92499,2186635,4470485,160918,0,47608,631433,26703,3,5,3,3,5
Bob Jones University,Private,SC,"<a href=""https://today.bju.edu/news/bob-jones-university-to-open-for-in-person-fall-classes/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.8752857,-82.3644386,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Charleston Southern University,Private,SC,"<a href=""https://www.charlestonsouthern.edu/csu-plans-to-reopen-for-in-person-classes-this-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.9821829,-80.07065539999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Clemson University,Public,SC,"<a href=""https://www.greenvilleonline.com/story/news/2020/04/23/coronavirus-sc-impact-clemson-has-laser-focus-full-reopening-fall-semester/3006062001/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,34.673843700000006,-82.83686540000002,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Coastal Carolina University,Public,SC,"<a href=""https://www.coastal.edu/coastal-now/news/advisory/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,33.7965964,-79.01336119999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Columbia College,Private,SC,"<a href=""https://www.columbiasc.edu/president-mitchell-announces-fall-2020-opening"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.8067968,-73.9616628,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Columbia International University,Private,SC,"<a href=""https://www.ciu.edu/covid19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.0730769,-81.0739172,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Converse College,Private,SC,"<a href=""https://www.converse.edu/converse-announces-2020-commencement-summer-sessions-and-fall-term-updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.956048100000004,-81.91890389999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Francis Marion University,Public,SC,"<a href=""https://www.scnow.com/news/local/fmu-preparing-detailed-plans-for-anticipated-fall-return-to-campus/article_ecf8f3dc-7f84-50c8-abe9-27a62ebe9391.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.1904251,-79.6519849,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Furman University,Private,SC,"<a href=""https://www.furman.edu/covid-19/updates/04-24-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,34.9260157,-82.44007239999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Lander University,Public,SC,"<a href=""https://www.lander.edu/node/19234"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.200389,-82.16518219999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Newberry College,Private,SC,"<a href=""https://www.newberry.edu/subpages/lent-devotional-2019#fall2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.2861075,-81.62192270000001,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Presbyterian College,Private,SC,"<a href=""http://www.indexjournal.com/lakelands_connector/presbyterian-college-moves-summer-classes-online-plans-for-on-campus-classes-this-fall/article_07cc3a33-1278-50a5-9191-f3642e5724f0.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.465182,-81.87755899999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Southern Wesleyan University,Private,SC,"<a href=""https://www.swu.edu/infectious-disease-response-plan/covid-19-updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.7279866,-82.76513779999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
University of South Carolina,Public,SC,"<a href=""https://sc.edu/safety/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,33.9937575,-81.0299186,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Winthrop University,Public,SC,"<a href=""https://www.winthrop.edu/news-events/winthrop-to-forego-fall-break-move-to-remote-instruction-following-thanksgiving-break.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.941269,-81.03223799999998,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Wofford College,Private,SC,"<a href=""https://www.wofford.edu/Wofford.edu/Documents/About/News/student-parent-qa.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,34.9580657,-81.9344902,113,3194,11656,500,714,18105,42684,1634,0,0,0,0,0,0,0,0,5943,111739,268529,12148,0,39780,158098,6459,5,5,4,5,5
Boise State University,Public,ID,"<a href=""https://www.boisestate.edu/publicsafety-emergencymanagement/2020/05/22/campus-reintegration-plan/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,43.6028311,-116.201767,25,1043,2245,82,145,3852,6635,242,6,1284,2750,96,0,0,0,0,1833,44225,74146,2839,0,10942,50532,2248,5,5,1,5,5
College of Idaho,Private,ID,"<a href=""https://www.collegeofidaho.edu/sites/default/files/inline-files/Fall%20Intent%20Letter%20FINAL%205.1.20.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.6536737,-116.6767711,25,1043,2245,82,145,3852,6635,242,6,1284,2750,96,0,0,0,0,1833,44225,74146,2839,0,10942,50532,2248,5,5,1,5,5
Lewis-Clark State College,Public,ID,"<a href=""https://www.lcsc.edu/communications/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,46.41160439999999,-117.0256654,25,1043,2245,82,145,3852,6635,242,6,1284,2750,96,0,0,0,0,1833,44225,74146,2839,0,10942,50532,2248,5,5,1,5,5
Northwest Nazarene University,Private,ID,"<a href=""https://www.nnu.edu/covid-19-update-returning-in-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.5594458,-116.56606229999998,25,1043,2245,82,145,3852,6635,242,6,1284,2750,96,0,0,0,0,1833,44225,74146,2839,0,10942,50532,2248,5,5,1,5,5
University of Idaho,Public,ID,"<a href=""https://www.uidaho.edu/vandal-health-clinic/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,46.7288124,-117.0126084,25,1043,2245,82,145,3852,6635,242,6,1284,2750,96,0,0,0,0,1833,44225,74146,2839,0,10942,50532,2248,5,5,1,5,5
Bowling Green State University,Public,OH,"<a href=""https://www.13abc.com/content/news/UT-BGSU-announce-plans-to-reopen-for-in-person-classes-in-fall-570374001.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.3797788,-83.6300826,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Case Western Reserve University,Private,OH,"<a href=""https://case.edu/studentlife/healthcounseling/health-serviceshealth-updatescovid-19-campus-communications/april-9-message-facultystaff-commencement-summer-and-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,41.50434129999999,-81.6083838,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Cedarville University,Private,OH,"<a href=""https://blogs.cedarville.edu/coronavirus-updates/2020/05/may-11-update-planning-for-fall-reopening-the-economy-town-hall-and-summer-programming/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.7495287,-83.81263299999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Cleveland Institute of Art,Private,OH,"<a href=""https://www.cia.edu/news/press-releases/2020/05/a-return-to-studios-and-residence-halls-for-cia"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,41.510495,-81.602463,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Cleveland State University,Public,OH,"<a href=""https://www.cleveland.com/opinion/2020/05/preparing-for-a-post-coronavirus-cleveland-state-university-harlan-sands.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,41.5025072,-81.6746268,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
College of Wooster,Private,OH,"<a href=""https://wooster.edu/campus/health-safety/corona-virus-info/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.8114268,-81.9372838,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Denison University,Private,OH,"<a href=""https://denison.edu/campus/covid19/remote-learning"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.0734008,-82.52290479999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Franciscan University of Steubenville,Private,OH,"<a href=""https://franciscan.edu/returning-to-campus-in-fall-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.3772094,-80.6244016,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Heidelberg University,Private,OH,"<a href=""https://www.heidelberg.edu/about/news/2020/heidelberg-announces-plans-to-reopen-this-fall"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.1163289,-83.16806439999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
Hiram College,Private,OH,"<a href=""https://www.hiram.edu/hiram-news/hiram-college-announces-enhanced-services-changes-to-summer-and-fall-semesters/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.3107999,-81.14399879999998,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
John Carroll University,Private,OH,"<a href=""https://jcu.edu/news-center/john-carrolls-fall-academic-plan"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,41.490507,-81.52931290000002,213,12517,49709,2206,2878,66134,150319,6112,895,20087,40420,1569,0,0,0,0,12073,285889,847464,35984,0,0,0,0,2,5,3,3,5
