Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Perecent_of_State_Cases,Cases_per_100000,Total_Deaths
Public,NC,TBD,1627.0,493,35.525938000000004,-82.927916,Haywood Community College,"185 Freedlander Drive, Clyde, North Carolina 28721-9901",Suburb: Large,No,4852192.0,6863.0,0.00 ,_,1632,0,254,2,28721,Clyde,Haywood,8712.0,2568.0,0,0,0,0,0.0,17962.25,,,0.345337577928,0.6248839368620001,34876.0,36424.0,37580.0,38634.0,40290.0,1476460.0,1496082.0,1520300.0,1516459.0,1569361.0,NC,0,10,46,90,268,0,0,0,0,2,348,0.3%,558,<20
Public,KY,Hybrid,3185.0,695,37.233032200000004,-83.175148,Hazard Community and Technical College,"One Community College Drive, Hazard, Kentucky 41701-2402",Town: Remote,No,9347631.0,3541.0,2383040.00 ,5017.00 ,3245,0,145,2,41701,Hazard,Perry,14076.0,4158.0,0,0,0,0,0.0,14983.0,,,0.20215786485,0.7720991860690001,34801.0,35755.0,35195.0,36986.0,38523.0,1141307.0,1105110.0,966630.0,979952.0,960216.0,KY,0,12,19,59,170,0,0,0,1,2,203,0.6%,788,<20
Public,IL,Primarily online,5063.0,324,40.5344156,-89.0121075,Heartland Community College,"1500 West Raab Road, Normal, Illinois 61761-9446",Suburb: Midsize,No,6910964.0,3850.0,2574997.00 ,3710.00 ,4974,0,285,2,61761,Normal,McLean,12982.5,8752.5,0,0,0,0,0.0,16343.5,,,0.45468700550700003,0.469409456295,43634.0,45818.0,46727.0,47247.0,49180.0,11372251.0,11869056.0,12002700.0,11826318.0,11802499.0,IL,17,95,218,260,520,1,3,13,13,15,611,0.3%,356,<20
Private,OH,Primarily in person,1219.0,276,41.1163289,-83.16806439999998,Heidelberg University,"310 E Market St, Tiffin, Ohio 44883-2462",Town: Distant,Yes,21415440.0,21037.0,5657997.00 ,6641.00 ,1076,171,122,4,44883,Tiffin,Seneca,0.0,0.0,0,0,0,0,30525.0,43850.0,12870.0,25.0,0.30820663515200003,0.620033218347,34204.0,36916.0,37873.0,38104.0,39681.0,1610094.0,1741555.0,1731778.0,1634317.0,1691055.0,OH,3,14,20,33,129,0,1,2,2,3,161,0.2%,292,<20
Private,OH,Primarily in person,3045.0,276,41.11946640000001,-83.1880462,Tiffin University,"155 Miami Street, Tiffin, Ohio 44883",Town: Distant,Yes,24969599.0,15060.0,10587933.00 ,7373.00 ,2182,744,279,4,44883,Tiffin,Seneca,0.0,0.0,0,0,0,0,24558.75,39246.25,12600.0,400.0,0.30820663515200003,0.620033218347,34204.0,36916.0,37873.0,38104.0,39681.0,1610094.0,1741555.0,1731778.0,1634317.0,1691055.0,OH,3,14,20,33,129,0,1,2,2,3,161,0.2%,292,<20
Private,GA,TBD,304.0,2052,33.515248,-82.05786599999998,Helms College,"5171 Eisenhower Parkway, Macon, Georgia 31206-5309",City: Midsize,No,1291878.0,4969.0,2241554.00 ,8722.00 ,349,0,12,2,31206,Macon,Bibb,0.0,0.0,0,0,0,0,15062.75,25760.5,,,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395,1.7%,"2,217",66
Private,GA,Fully in person,8740.0,2052,32.8288186,-83.64977689999998,Mercer University,"1501 Mercer University Drive, Macon, Georgia 31207",City: Midsize,Yes,101051481.0,22945.0,20541489.00 ,7467.00 ,4865,3875,811,4,31207,Macon,Bibb,0.0,0.0,0,0,0,0,36458.0,51971.25,15422.0,300.0,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395,1.7%,"2,217",66
Public,GA,Primarily in person,7802.0,2052,32.8082159,-83.73188520000001,Middle Georgia State University,"100 University Parkway, Macon, Georgia 31206",City: Midsize,Yes,25679228.0,4870.0,21048596.00 ,6231.00 ,7787,279,394,4,31206,Macon,Bibb,11123.0,3945.0,3582,12492,1296,1296,0.0,15882.0,,,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395,1.7%,"2,217",66
Private,GA,Primarily in person,765.0,2052,32.874586199999996,-83.71246889999998,Wesleyan College ,"4760 Forsyth Road, Macon, Georgia 31210-4462",City: Midsize,Yes,9151531.0,15329.0,2390521.00 ,7266.00 ,754,43,82,4,31210,Macon,Bibb,0.0,0.0,0,0,0,0,22772.5,34466.5,25533.0,0.0,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395,1.7%,"2,217",66
Public,KY,Hybrid,1586.0,700,37.7971248,-87.65244829999997,Henderson Community College,"2660 S Green St, Henderson, Kentucky 42420-4699",Rural: Fringe,No,4063318.0,2979.0,1629056.00 ,5376.00 ,1608,0,85,2,42420,Henderson,Henderson,14076.0,4158.0,0,0,0,0,0.0,14983.0,,,0.340595165549,0.617458866545,36154.0,36874.0,36721.0,38332.0,39891.0,1964619.0,1947046.0,1983475.0,1927128.0,1917354.0,KY,5,63,116,165,310,0,1,4,4,4,334,1%,739,<20
Public,AR,Primarily online,3961.0,688,34.130810100000005,-93.0591234,Henderson State University,"1100 Henderson Street, Arkadelphia, Arkansas 71999-0001",Town: Distant,Yes,25222929.0,8894.0,10577448.00 ,6712.00 ,3430,607,254,4,71999,Arkadelphia,Clark,11538.0,8575.5,5058,6318,1329,1329,0.0,22008.0,,,0.43108188882200005,0.525762104005,31806.0,32658.0,33226.0,34822.0,36314.0,734544.0,718661.0,723399.0,730698.0,734017.0,AR,24,30,39,56,153,0,0,0,0,0,175,0.4%,784,<20
Private,AR,Primarily online,1660.0,688,34.1305096,-93.0522581,Ouachita Baptist University,"410 Ouachita St, Arkadelphia, Arkansas 71998-0001",Town: Distant,Yes,30100999.0,19987.0,6222771.00 ,6149.00 ,1633,0,141,4,71998,Arkadelphia,Clark,0.0,0.0,0,0,0,0,26375.0,38132.5,,,0.43108188882200005,0.525762104005,31806.0,32658.0,33226.0,34822.0,36314.0,734544.0,718661.0,723399.0,730698.0,734017.0,AR,24,30,39,56,153,0,0,0,0,0,175,0.4%,784,<20
Private,AL,TBD,78.0,1146,34.856137700000005,-87.66297490000002,Heritage Christian University,"3625 Helton Dr, Florence, Alabama 35630-9977",City: Small,Yes,401144.0,8187.0,(*),(*),59,27,4,4,35630,Florence,Lauderdale,0.0,0.0,0,0,0,0,10947.0,19844.25,4482.0,630.0,0.254476592894,0.714580166439,34109.0,35009.0,35202.0,35573.0,37151.0,2479646.0,2445200.0,2402567.0,2395624.0,2467086.0,AL,12,38,161,412,996,1,2,2,5,10,1135,1.2%,"1,224",<20
Public,AL,Hybrid,7488.0,1146,34.807455499999996,-87.6811676,University of North Alabama,"One Harrison Plaza, Florence, Alabama 35632-0001",City: Small,Yes,28574089.0,6807.0,20171828.00 ,6478.00 ,6050,1652,421,4,35632,Florence,Lauderdale,17062.5,9339.0,6660,13320,540,540,0.0,21206.0,,,0.254476592894,0.714580166439,34109.0,35009.0,35202.0,35573.0,37151.0,2479646.0,2445200.0,2402567.0,2395624.0,2467086.0,AL,12,38,161,412,996,1,2,2,5,10,1135,1.2%,"1,224",<20
Private,WA,TBD,980.0,4018,46.373833000000005,-120.3947462,Heritage University ,"3240 Fort Rd, Toppenish, Washington 98948",Rural: Fringe,No,11111390.0,15077.0,2527872.00 ,6048.00 ,827,144,230,4,98948,Toppenish,Yakima,0.0,0.0,0,0,0,0,18244.75,32759.75,9336.0,140.0,0.39393687937399996,0.547575581556,37846.0,39322.0,40285.0,41868.0,43379.0,9001942.0,8923543.0,9340102.0,9618897.0,9883248.0,WA,147,1237,3615,7385,10381,3,49,95,158,217,10047,17.1%,"4,005",205
Private,WA,TBD,903.0,4018,46.57179499999999,-120.537226,Perry Technical Institute,"2011 W Washington Ave., Yakima, Washington 98903-1296",City: Small,No,6532661.0,7731.0,6268130.00 ,6115.00 ,954,0,54,2,98903,Yakima,Yakima,0.0,0.0,0,0,0,0,40334.25,75970.75,,,0.39393687937399996,0.547575581556,37846.0,39322.0,40285.0,41868.0,43379.0,9001942.0,8923543.0,9340102.0,9618897.0,9883248.0,WA,147,1237,3615,7385,10381,3,49,95,158,217,10047,17.1%,"4,005",205
Public,NY,Hybrid,2398.0,386,43.032282200000004,-75.0062459,Herkimer County Community College,"100 Reservoir Rd, Herkimer, New York 13350-1598",Rural: Fringe,Yes,7524971.0,6073.0,4673689.00 ,5257.00 ,2396,0,110,2,13350,Herkimer,Herkimer,8255.0,5250.0,0,0,0,0,0.0,17810.0,,,0.30044103705499997,0.645645274309,36386.0,37502.0,38018.0,40487.0,41581.0,1748429.0,1717691.0,1696935.0,1746998.0,1760557.0,NY,12,58,107,159,239,2,1,1,1,2,246,0.1%,401,<20
Public,NY,TBD,3554.0,1131,41.85084490000001,-74.13074089999998,Herkimer County Community College,"100 Reservoir Rd, Herkimer, New York 13350-1598",Rural: Fringe,Yes,7524971.0,6073.0,4673689.00 ,5257.00 ,2396,0,110,2,13350,Herkimer,Herkimer,8255.0,5250.0,0,0,0,0,0.0,17810.0,,,0.30044103705499997,0.645645274309,36386.0,37502.0,38018.0,40487.0,41581.0,1748429.0,1717691.0,1696935.0,1746998.0,1760557.0,NY,12,58,107,159,239,2,1,1,1,2,246,0.1%,401,<20
Public,IL,TBD,1596.0,698,42.2827894,-89.67325439999998,Highland Community College ,"2998 W Pearl City Rd, Freeport, Illinois 61032-9341",Town: Distant,No,3426761.0,4410.0,896325.00 ,4394.00 ,1511,0,132,2,61032,Freeport,Stephenson,3562.0,3562.0,0,0,0,0,0.0,15242.75,,,0.385710627401,0.555441741357,38812.0,39598.0,40930.0,40897.0,42722.0,2024024.0,1981416.0,1994216.0,1897427.0,1923456.0,IL,3,35,201,270,312,0,0,2,5,6,325,0.2%,730,<20
Public,IL,TBD,1596.0,698,42.2827894,-89.67325439999998,Highland Community College ,"2998 W Pearl City Rd, Freeport, Illinois 61032-9341",Town: Distant,No,3426761.0,4410.0,896325.00 ,4394.00 ,1511,0,132,2,61032,Freeport,Stephenson,3562.0,3562.0,0,0,0,0,0.0,15242.75,,,0.385710627401,0.555441741357,38812.0,39598.0,40930.0,40897.0,42722.0,2024024.0,1981416.0,1994216.0,1897427.0,1923456.0,IL,3,35,201,270,312,0,0,2,5,6,325,0.2%,730,<20
Public,KS,TBD,3109.0,543,39.85998800000001,-95.2715864,Highland Community College ,"606 W Main, Highland, Kansas 66035-4165",Rural: Distant,Yes,4620996.0,4255.0,3930257.00 ,5158.00 ,2866,0,223,2,66035,Highland,Doniphan,3562.0,3562.0,0,0,0,0,0.0,12343.25,,,0.173499702911,0.7727272727269999,33782.0,35105.0,35827.0,36703.0,37405.0,206376.0,206694.0,198858.0,194062.0,206919.0,KS,1,3,13,26,41,0,0,0,0,0,43,0.1%,566,0
Public,KS,TBD,3109.0,543,39.85998800000001,-95.2715864,Highland Community College ,"606 W Main, Highland, Kansas 66035-4165",Rural: Distant,Yes,4620996.0,4255.0,3930257.00 ,5158.00 ,2866,0,223,2,66035,Highland,Doniphan,3562.0,3562.0,0,0,0,0,0.0,12343.25,,,0.173499702911,0.7727272727269999,33782.0,35105.0,35827.0,36703.0,37405.0,206376.0,206694.0,198858.0,194062.0,206919.0,KS,1,3,13,26,41,0,0,0,0,0,43,0.1%,566,0
Private,OH,TBD,1255.0,437,41.3107999,-81.14399879999998,Hiram College,", Hiram, Ohio 44234-0067",Town: Fringe,Yes,19133298.0,24752.0,4895292.00 ,7451.00 ,1267,17,116,4,44234,Hiram,Portage,0.0,0.0,0,0,0,0,35352.0,48759.0,6614.0,225.0,0.425359614969,0.526957603288,39111.0,40436.0,40422.0,42176.0,44055.0,5296660.0,5416697.0,5295803.0,5365071.0,5443756.0,OH,32,236,323,412,693,1,40,57,58,60,717,0.8%,441,60
Private,FL,TBD,220.0,2308,27.0662435,-80.13192159999998,Hobe Sound Bible College,"11298 SE Gomez Ave, Hobe Sound, Florida 33455-1065",Suburb: Large,Yes,638713.0,4202.0,135848.00 ,4528.00 ,165,12,11,4,33455,Hobe Sound,Martin,0.0,0.0,0,0,0,0,6612.5,16095.0,7650.0,150.0,0.35173370966,0.6202633512560001,69411.0,72878.0,74666.0,79020.0,83873.0,6162610.0,6608423.0,6603563.0,6723319.0,6946903.0,FL,27,191,626,2055,3561,0,6,9,25,73,3712,0.7%,"2,306",87
Public,OH,TBD,3462.0,522,39.444035799999995,-82.221295,Hocking College,"3301 Hocking Parkway, Nelsonville, Ohio 45764",Town: Distant,Yes,5876154.0,2738.0,8240342.00 ,2737.00 ,3509,0,239,2,45764,Nelsonville,Athens,9052.5,4625.0,0,0,0,0,0.0,16908.75,,,0.556601410114,0.38710139221900003,30284.0,30984.0,31366.0,32414.0,33274.0,1846375.0,1892880.0,1898820.0,1961671.0,1899070.0,OH,3,3,18,33,334,1,1,1,1,1,345,0.4%,528,<20
Public,MS,Primarily online,5678.0,4664,32.9704992,-89.91714669999998,Holmes Community College,"#1 Hill St, Goodman, Mississippi 39079",Rural: Distant,Yes,15285984.0,4137.0,4786709.00 ,5671.00 ,5529,0,408,2,39079,Goodman,Holmes,5672.5,3092.5,0,0,0,0,0.0,11592.5,,,0.8261178140530001,0.16337828247000002,24544.0,25608.0,27619.0,27367.0,28371.0,268159.0,265430.0,258386.0,258641.0,260493.0,MS,14,133,397,520,809,1,5,28,40,45,863,1.3%,"5,073",48
Private,CT,Other,546.0,843,41.606963,-72.6467043,Holy Apostles College and Seminary,"33 Prospect Hill Road, Cromwell, Connecticut 06416-2005",Suburb: Large,No,182124.0,3875.0,150682.00 ,3864.00 ,202,401,27,4,6416,Cromwell,Middlesex,0.0,0.0,0,0,0,0,8022.5,23185.0,4320.0,80.0,0.512499717201,0.439435759372,60909.0,62853.0,63956.0,65598.0,68673.0,8625424.0,8782362.0,8647334.0,8761274.0,8706342.0,CT,50,657,1104,1305,1377,1,79,150,184,191,1395,2.8%,859,191
Public,CT,Primarily in person,2547.0,843,41.539163200000004,-72.61075340000001,Middlesex Community College ,"100 Training Hill Rd, Middletown, Connecticut 06457-4829",City: Small,No,5719459.0,4818.0,377165.00 ,4544.00 ,2424,0,177,2,6457,Middletown,Middlesex,10913.0,5435.0,0,0,0,0,0.0,16936.0,,,0.512499717201,0.439435759372,60909.0,62853.0,63956.0,65598.0,68673.0,8625424.0,8782362.0,8647334.0,8761274.0,8706342.0,CT,50,657,1104,1305,1377,1,79,150,184,191,1395,2.8%,859,191
Public,CT,Primarily in person,2547.0,843,41.539163200000004,-72.61075340000001,Middlesex Community College ,"100 Training Hill Rd, Middletown, Connecticut 06457-4829",City: Small,No,5719459.0,4818.0,377165.00 ,4544.00 ,2424,0,177,2,6457,Middletown,Middlesex,10913.0,5435.0,0,0,0,0,0.0,16936.0,,,0.512499717201,0.439435759372,60909.0,62853.0,63956.0,65598.0,68673.0,8625424.0,8782362.0,8647334.0,8761274.0,8706342.0,CT,50,657,1104,1305,1377,1,79,150,184,191,1395,2.8%,859,191
Private,CT,Hybrid,3217.0,843,41.5566104,-72.65690409999998,Wesleyan University ,"45 Wyllys Avenue, Middletown, Connecticut 06459",City: Small,Yes,65255478.0,50586.0,3430618.00 ,4699.00 ,3018,212,432,4,6459,Middletown,Middlesex,0.0,0.0,0,0,0,0,53983.5,71448.5,56704.0,20.0,0.512499717201,0.439435759372,60909.0,62853.0,63956.0,65598.0,68673.0,8625424.0,8782362.0,8647334.0,8761274.0,8706342.0,CT,50,657,1104,1305,1377,1,79,150,184,191,1395,2.8%,859,191
Private,IN,Primarily in person,499.0,1157,41.6992582,-86.25322159999997,Holy Cross College,"54515 State Road 933 North, Notre Dame, Indiana 46556-0308",Suburb: Large,Yes,8651344.0,20797.0,1462006.00 ,6169.00 ,447,0,74,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,30298.5,44701.5,,,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301,4.6%,"1,214",79
Public,IN,TBD,5214.0,1157,41.6622956,-86.21971830000003,Indiana University -South Bend,"1700 Mishawaka Ave, South Bend, Indiana 46615-7111",City: Midsize,Yes,22185103.0,7131.0,12585588.00 ,5973.00 ,4551,541,405,4,46615,South Bend,St. Joseph,19274.75,7287.75,7264,17113,632,632,0.0,19834.75,,,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301,4.6%,"1,214",79
Private,IN,Primarily in person,1611.0,1157,41.707304,-86.256745,Saint Mary's College ,"133 Le Mans Hall, Notre Dame, Indiana 46556",Suburb: Large,Yes,42540275.0,29217.0,9717497.00 ,10229.00 ,1452,128,220,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,41450.0,56205.0,25454.0,475.0,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301,4.6%,"1,214",79
Private,IN,Primarily in person,12607.0,1157,41.7055716,-86.2353388,University of Notre Dame,"400 Main Building, Notre Dame, Indiana 46556",Suburb: Large,Yes,205171487.0,38829.0,15017009.00 ,5568.00 ,8732,3951,1668,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,52533.5,70608.0,54908.0,472.0,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301,4.6%,"1,214",79
Public,KY,Hybrid,2748.0,657,36.882565,-87.48832949999998,Hopkinsville Community College,"720 North Dr., Hopkinsville, Kentucky 42240",Town: Distant,No,9597883.0,3986.0,2445353.00 ,5203.00 ,2655,0,118,2,42240,Hopkinsville,Christian,14076.0,4158.0,0,0,0,0,0.0,14983.0,,,0.325705741085,0.639267751144,35646.0,36574.0,35997.0,37237.0,37742.0,5640810.0,5617476.0,5290368.0,5332431.0,5274474.0,KY,7,88,111,248,539,0,3,3,4,6,481,1.4%,683,<20
Public,TX,Hybrid,4485.0,428,32.2505661,-101.45112840000002,Howard College,"1001 Birdwell Lane, Big Spring, Texas 79720",Town: Distant,Yes,8862546.0,2911.0,2061749.00 ,5527.00 ,4293,0,177,2,79720,Big Spring,Howard,5415.5,3961.0,0,0,0,0,0.0,11843.25,,,0.203405430281,0.7633456051540001,35902.0,34671.0,34024.0,36824.0,40255.0,2868384.0,3215304.0,3723152.0,5093480.0,6757873.0,TX,0,4,8,40,149,0,1,1,1,3,157,0.0 %,428,<20
Public,MD,Primarily online,9211.0,1149,39.214008,-76.87942629999998,Howard Community College,"10901 Little Patuxent Pkwy, Columbia, Maryland 21044-3197",City: Small,No,14876780.0,3240.0,6030469.00 ,5787.00 ,9110,0,862,2,21044,Columbia,Howard,7118.75,5978.75,0,0,0,0,0.0,25771.5,,,0.640760650542,0.305954194302,69107.0,71422.0,73266.0,75026.0,78416.0,21478527.0,22060113.0,22850190.0,23140957.0,23953910.0,MD,96,867,1909,2543,3478,1,19,58,84,105,3729,4%,"1,145",106
Private,TX,Primarily in person,1027.0,928,31.715780900000002,-98.9873303,Howard Payne University,"1000 Fisk St., Brownwood, Texas 76801-2794",Town: Remote,Yes,13222772.0,18039.0,3770665.00 ,6581.00 ,969,66,106,4,76801,Brownwood,Brown,0.0,0.0,0,0,0,0,27902.0,40170.25,9738.0,0.0,0.11620904724400001,0.860993619614,34512.0,35714.0,35595.0,37219.0,38830.0,1225945.0,1237059.0,1249201.0,1274941.0,1284852.0,TX,3,36,58,73,385,0,4,9,10,20,351,0.1%,927,<20
Public,NJ,Primarily online,8408.0,2918,40.73108510000001,-74.06278640000001,Hudson County Community College,"70 Sip Avenue, Jersey City, New Jersey 07306",City: Large,No,26012758.0,5048.0,3269435.00 ,4829.00 ,8202,0,453,2,7306,Jersey City,Hudson,13086.75,9287.25,0,0,0,0,0.0,20716.75,,,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528,10.7%,"2,904","1,503"
Public,NJ,TBD,7991.0,2918,40.70966200000001,-74.08765629999998,New Jersey City University,"2039 Kennedy Blvd, Jersey City, New Jersey 07305",City: Large,Yes,42159705.0,9327.0,21947669.00 ,7872.00 ,6137,1812,804,4,7305,Jersey City,Hudson,21325.75,11914.25,13140,21052,48,48,0.0,31253.5,,,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528,10.7%,"2,904","1,503"
Private,NJ,Primarily in person,3452.0,2918,38.79609749999999,-90.5688689,Saint Peter's University,"2641 Kennedy Blvd, Jersey City, New Jersey 07306-5997",City: Large,Yes,74188905.0,31303.0,8128253.00 ,6214.00 ,2423,810,352,4,7306,Jersey City,Hudson,0.0,0.0,0,0,0,0,36960.0,54673.5,21186.0,60.0,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528,10.7%,"2,904","1,503"
Private,NJ,Hybrid,6929.0,2918,40.7450708,-74.02482690000001,Stevens Institute of Technology,"Castle Point On Hudson, Hoboken, New Jersey 07030-5991",Suburb: Large,Yes,80429442.0,24878.0,12347675.00 ,6017.00 ,3659,3624,567,4,7030,Hoboken,Hudson,0.0,0.0,0,0,0,0,51402.0,68675.5,36680.0,1310.0,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528,10.7%,"2,904","1,503"
Public,NY,Primarily online,10896.0,462,42.696313599999996,-73.6824824,Hudson Valley Community College,"80 Vandenburgh Ave, Troy, New York 12180",City: Small,No,20972510.0,4816.0,11545010.00 ,4994.00 ,10416,0,520,2,12180,Troy,Rensselaer,11639.25,5708.0,0,0,0,0,0.0,17099.0,,,0.45519843615,0.483899319604,42725.0,44531.0,45586.0,47797.0,49156.0,5948023.0,5970685.0,6042529.0,6081432.0,6111679.0,NY,40,287,486,553,718,0,20,32,37,39,740,0.2%,466,35
Private,NY,Primarily online,7895.0,462,42.729762799999996,-73.67888839999998,Rensselaer Polytechnic Institute,"110 8th St, Troy, New York 12180-3590",City: Small,Yes,180855139.0,32382.0,20157421.00 ,6147.00 ,6241,1287,705,4,12180,Troy,Rensselaer,0.0,0.0,0,0,0,0,53090.0,71047.5,54000.0,2708.0,0.45519843615,0.483899319604,42725.0,44531.0,45586.0,47797.0,49156.0,5948023.0,5970685.0,6042529.0,6081432.0,6111679.0,NY,40,287,486,553,718,0,20,32,37,39,740,0.2%,466,35
Private,IN,Primarily in person,1302.0,324,40.8981885,-85.4991512,Huntington University,"2303 College Ave, Huntington, Indiana 46750",Town: Distant,Yes,11627762.0,14756.0,4186541.00 ,6666.00 ,1126,258,178,4,46750,Huntington,Huntington,0.0,0.0,0,0,0,0,25986.0,37912.0,11064.0,0.0,0.219481657694,0.7292475272319999,37086.0,37836.0,38580.0,40203.0,42292.0,1285273.0,1262001.0,1248905.0,1279718.0,1296402.0,IN,2,9,27,70,120,0,2,2,2,3,121,0.2%,331,<20
Private,AL,TBD,128.0,1407,34.749635,-86.595258,Huntsville Bible College,"906 Oakwood Ave, Huntsville, Alabama 35811-1632",City: Midsize,No,254689.0,2862.0,671453.00 ,8499.00 ,111,34,31,4,35811,Huntsville,Madison,0.0,0.0,0,0,0,0,4487.5,17352.5,4230.0,350.0,0.391508280399,0.559336063158,45274.0,46934.0,48026.0,49158.0,51445.0,19569526.0,19888881.0,20314558.0,20825274.0,21707550.0,AL,96,227,327,1047,4744,1,4,4,7,30,5269,5.5%,"1,413",35
Public,ID,Primarily in person,12363.0,355,42.8627836,-112.42976200000001,Idaho State University,"921 S 8th Ave, Pocatello, Idaho 83209",City: Small,Yes,37582807.0,6990.0,25413205.00 ,6779.00 ,10353,2049,811,4,83209,Pocatello,Bannock,22518.25,7353.5,7982,24278,1944,1944,0.0,21361.5,,,0.3095943721,0.514294267325,33149.0,34685.0,35620.0,36984.0,38160.0,2530275.0,2572790.0,2621524.0,2700656.0,2745368.0,ID,3,11,28,102,334,0,0,0,1,2,375,1.6%,427,<20
Public,IL,TBD,2958.0,467,41.307374700000004,-89.10068740000001,Illinois Valley Community College,"815 N Orlando Smith Road, Oglesby, Illinois 61348-9692",Rural: Fringe,No,4335535.0,4251.0,740118.00 ,5001.00 ,2841,0,184,2,61348,Oglesby,LaSalle,11789.5,10928.0,0,0,0,0,0.0,16530.0,,,0.3978987347,0.542221396578,39378.0,40166.0,41221.0,42616.0,44632.0,5219030.0,5271458.0,5282238.0,5362331.0,5398514.0,IL,5,53,150,216,463,2,1,13,17,18,666,0.4%,613,21
Public,CA,Primarily online,8340.0,5221,32.8283376,-115.5035534,Imperial Valley College,"380 E. Aten Road, Imperial, California 92251-0158",Rural: Fringe,No,35324114.0,5115.0,0.00 ,_,8511,0,298,2,92251,Imperial,Imperial,6289.75,1184.75,0,0,0,0,0.0,21209.75,,,0.6818279801680001,0.270532442337,32890.0,35494.0,35406.0,36537.0,36974.0,7049259.0,7759415.0,8016694.0,8189014.0,8038068.0,CA,33,333,1634,6242,9298,0,8,26,92,199,9601,1.8%,"5,298",240
Private,UT,Fully online,10095.0,1044,40.6843244,-111.8699469,Independence University,"4021 S 700 E Ste 400, Salt Lake City, Utah 84107",Suburb: Large,No,54079064.0,6408.0,75241185.00 ,8800.00 ,10983,245,368,4,84107,Salt Lake City,Salt Lake,0.0,0.0,0,0,0,0,16373.25,33253.0,12638.0,0.0,0.428482871035,0.326281939521,43655.0,46538.0,48150.0,49866.0,52639.0,70179332.0,73418343.0,75927259.0,77891878.0,80666565.0,UT,363,2438,5118,11227,18847,0,29,74,107,173,19556,47.1%,"1,685",178
