2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
209410,215476,217971,217781,216719,Wayne, MO,350731,370976,379750,386657,388158
618911,618822,604945,614511,665452,Webster, MO,1132996,1143006,1172583,1221721,1274534
94297,80605,84036,80784,70455,Worth, MO,84410,71816,72706,74089,72568
366638,364691,357398,359819,369051,Wright, MO,550462,555979,553816,565946,591373
30932314,28906326,27687564,27479264,28460911,St. Louis (Independent City), MO,12991568,13378473,13441252,13896137,14428133
434506,492039,492895,459211,394127,Beaverhead, MT,384602,415225,412789,406977,420024
907443,892234,783886,903544,962622,Big Horn, MT,342482,360288,369579,378198,407244
211962,205467,181000,164944,197201,Blaine, MT,195010,197882,194220,197793,212806
108065,117253,116221,121979,117975,Broadwater, MT,201241,208139,217749,225901,239174
235886,234222,232444,257895,251273,Carbon, MT,443337,459208,465899,480152,508296
107162,128860,129726,101083,79564,Carter, MT,65514,70658,62069,55091,54915
3435285,3646286,3548307,3644181,3782722,Cascade, MT,3437655,3539410,3583892,3695959,3879504
120161,141837,128170,130473,209992,Chouteau, MT,176896,188235,183263,188067,214520
509761,521345,477042,472769,450836,Custer, MT,499160,519765,495456,506651,517761
91503,92807,105290,115689,86163,Daniels, MT,69915,73260,68974,63503,84006
413582,416305,383869,409521,416817,Dawson, MT,421875,399807,368356,370243,393162
244239,250015,250307,253121,257985,Deer Lodge, MT,312144,323615,331608,344049,356682
316221,273824,238463,236144,213696,Fallon, MT,174235,163462,143617,144610,144567
437643,462286,411035,414492,418322,Fergus, MT,443094,462656,456292,465059,486843
3275735,3468012,3556754,3654009,3726973,Flathead, MT,3790174,4090550,4286585,4564629,4832745
4159501,4437299,4812991,4922067,5178452,Gallatin, MT,4530641,4947063,5287355,5686697,6123371
89971,103073,81656,62067,55437,Garfield, MT,53556,58986,50995,45514,46017
414678,416094,418265,367090,430957,Glacier, MT,420174,422740,437012,443962,473700
26885,32759,27526,29535,26293,Golden Valley, MT,41227,45133,41250,37350,40587
86858,90837,85767,86702,87528,Granite, MT,119487,131012,132139,139946,147927
694198,700541,725228,693056,740055,Hill, MT,661468,680098,690338,702909,735887
264202,281513,267514,254650,256987,Jefferson, MT,495998,515158,529386,556777,580174
166076,186738,182284,161151,172725,Judith Basin, MT,98248,109699,95635,88817,98560
660171,688217,731659,695636,710824,Lake, MT,974123,1001121,1060523,1133339,1190789
2923525,3015879,3011893,3044480,3083311,Lewis and Clark, MT,2876763,2964742,3060734,3203391,3336193
121865,122016,112849,129530,174082,Liberty, MT,91666,92596,83982,84767,99522
472852,460973,467850,484824,491930,Lincoln, MT,594605,618843,627236,661341,701334
106016,105194,93878,96358,99139,McCone, MT,77750,77527,71376,64483,70700
321252,365472,363629,341436,382680,Madison, MT,321662,354058,368235,392747,430640
91802,102446,91251,75214,79932,Meagher, MT,77125,86184,82256,80396,86074
81291,84416,80140,83926,86029,Mineral, MT,140715,147199,150795,161176,172455
4366617,4529703,4616447,4844547,5004429,Missoula, MT,4608508,5117005,5194607,5549745,5879212
316015,291074,266374,279761,296292,Musselshell, MT,180842,183236,173871,185959,200613
445218,479314,471381,497042,512732,Park, MT,646682,691570,725924,756968,805235
48471,50504,32989,24231,22506,Petroleum, MT,26271,26356,20415,17838,18351
163995,169772,132504,135907,132090,Phillips, MT,154039,162199,152330,151711,159588
192590,164470,198689,196010,172592,Pondera, MT,244256,239290,245355,229735,252994
92306,128475,119605,96761,99244,Powder River, MT,62426,69425,62597,56883,55734
191701,201916,181332,190476,190670,Powell, MT,241630,265231,266631,264170,277127
35617,43379,34471,33134,36443,Prairie, MT,46591,51667,47596,46813,48631
864736,891419,905592,945452,972076,Ravalli, MT,1524405,1616535,1696332,1809097,1925543
1225323,1170610,1015160,946740,985176,Richland, MT,827365,742062,617605,608612,668056
422390,408871,437138,412112,429720,Roosevelt, MT,378446,357726,345052,375096,384786
779360,835851,832151,848997,781232,Rosebud, MT,359018,370487,367654,376884,382912
283933,289670,289688,301982,296745,Sanders, MT,335488,363021,373253,391774,413311
308551,276193,288104,285901,234348,Sheridan, MT,210864,202604,184743,181443,179901
1315470,1345729,1336930,1367335,1378646,Silver Bow, MT,1615675,1547260,1555795,1641304,1712512
639819,608565,539169,592867,621154,Stillwater, MT,413155,437437,441842,463761,493608
224489,229216,220727,248899,244249,Sweet Grass, MT,147690,151216,150384,155301,164929
255255,252806,265674,211217,252910,Teton, MT,261958,277836,266094,254323,273401
309031,284825,294793,266288,285082,Toole, MT,225510,209634,203889,204386,220717
124020,130328,112805,93634,101938,Treasure, MT,36053,35887,31076,29363,32874
299048,300720,297133,293109,290784,Valley, MT,324278,322300,319472,329270,348879
97639,104663,99894,77251,97636,Wheatland, MT,76137,81334,77449,72710,80349
63024,58401,48628,71090,76035,Wibaux, MT,50317,49270,42670,48816,52672
8585900,9072491,8508210,8707161,8875311,Yellowstone, MT,7287390,7536132,7535696,7945423,8381581
1605688,1598569,1602055,1714119,1697971,Adams, NE,1421898,1481816,1444304,1488243,1548426
387076,406389,477005,398641,397969,Antelope, NE,343428,335477,318701,296764,297671
22323,30152,20816,18114,29322,Arthur, NE,20983,25114,18596,17490,21809
71405,73856,88082,41614,68444,Banner, NE,54664,51587,50999,34534,42524
48980,60083,55222,41500,23606,Blaine, NE,37529,39593,31574,24198,21795
464118,473938,483654,476813,451375,Boone, NE,334819,323566,305036,275545,283033
593789,561815,562449,584892,576177,Box Butte, NE,503093,492998,476977,489747,510154
89813,114316,111663,127372,166144,Boyd, NE,91216,102489,96196,93139,109080
214057,246107,275298,220839,232081,Brown, NE,167070,179365,171259,142535,153099
2404699,2382086,2417932,2560804,2588065,Buffalo, NE,2232525,2414702,2443024,2555994,2681768
303823,368574,372113,415813,401761,Burt, NE,313465,336300,317822,312328,326136
340974,355510,277823,268579,283009,Butler, NE,374893,395878,351818,358242,381028
674229,715961,745086,837287,888860,Cass, NE,1154057,1213606,1265572,1319937,1402183
493296,541796,567325,555665,551518,Cedar, NE,471363,472931,447128,423498,446282
267208,250621,264767,250409,238371,Chase, NE,225555,196250,197251,179534,195934
361349,438933,439218,372995,318031,Cherry, NE,310933,341031,306805,258705,259957
743965,681303,696396,676239,572030,Cheyenne, NE,506617,488284,476944,460324,449325
296425,259723,247177,291137,279423,Clay, NE,279733,271596,268791,273997,293428
561464,586485,603023,568457,675670,Colfax, NE,436520,448529,443838,421958,469037
939819,1087326,1193021,972675,881546,Cuming, NE,687735,726433,649899,509199,523975
734405,823716,907201,714730,632937,Custer, NE,549108,594884,558172,480442,480104
1170312,1191919,1207866,1328078,1320460,Dakota, NE,758912,806152,809287,813434,840084
305298,321568,321374,298750,292301,Dawes, NE,328843,333583,330427,320963,323291
1334025,1334782,1413226,1360110,1411429,Dawson, NE,966808,990326,985674,960897,1020799
64407,67890,70171,89710,76752,Deuel, NE,77050,83397,75844,73119,80828
266075,278857,257784,281591,287658,Dixon, NE,264998,270780,254664,240517,252251
1689895,1782769,1793309,1895362,1886102,Dodge, NE,1535669,1663549,1611873,1669246,1741325
38416349,39642957,39116440,40808279,41051019,Douglas, NE,31440165,32465690,32091294,33747572,35959823
117812,134879,129705,127935,127078,Dundy, NE,116132,110726,101897,88314,94065
339356,358645,319501,338053,334352,Fillmore, NE,305738,318575,298969,303610,315414
82008,82239,75817,89589,74235,Franklin, NE,128815,133449,129987,128581,142480
129938,148368,136472,137211,146318,Frontier, NE,123658,128319,115014,109295,115975
263761,275766,265767,237969,260230,Furnas, NE,241127,240286,223175,214342,231073
1056095,971938,955295,1038713,1059874,Gage, NE,1023983,1048755,987904,1021678,1071708
78566,68321,69790,66687,62411,Garden, NE,91179,84309,80934,74209,77573
111025,144924,147111,110094,111807,Garfield, NE,99157,114728,103554,82697,87239
95288,93601,94224,89295,106431,Gosper, NE,101101,101434,94582,92054,105131
40243,57764,46837,31715,36280,Grant, NE,35701,45558,36690,25462,28080
118209,126143,102995,88594,90759,Greeley, NE,116416,119409,104512,99205,106276
3147762,3139136,3088975,3196209,3274814,Hall, NE,2334216,2422276,2446705,2566385,2687586
477627,513844,519794,521786,516602,Hamilton, NE,450638,458592,456110,484232,508376
141693,163915,156456,115404,197579,Harlan, NE,152153,166150,153727,138794,163734
81717,89391,73123,43700,41260,Hayes, NE,61756,63468,49757,37063,41595
111057,114014,108079,140343,141801,Hitchcock, NE,116364,118730,106339,102431,106599
609680,653985,597779,639897,684504,Holt, NE,563724,595484,539646,522640,523194
63404,75097,75226,58222,53424,Hooker, NE,45303,49237,43234,34236,35919
207654,230863,219305,196176,179026,Howard, NE,271650,284315,272473,265472,267625
911286,865723,922772,884009,929207,Jefferson, NE,348106,338087,334150,326537,346031
207526,215403,214940,261751,242336,Johnson, NE,185962,184992,179856,187163,190875
463627,490509,435338,396763,394360,Kearney, NE,559225,653116,416624,349616,368485
338734,361516,374487,335842,360919,Keith, NE,337642,352603,347799,339874,368132
71972,83913,89754,80797,75076,Keya Paha, NE,60871,62659,55317,45822,47615
168064,156527,157171,168897,178149,Kimball, NE,169976,154506,150490,156491,159443
404661,436687,395837,383186,465611,Knox, NE,399070,412477,370484,366011,406366
15041307,15483640,15705577,16326207,16557682,Lancaster, NE,13146441,13826762,14239984,14934427,15828502
2133354,2230077,2391693,2146065,2184894,Lincoln, NE,1640408,1712930,1649909,1583086,1640431
42092,60383,54894,37798,35375,Logan, NE,40032,48736,40830,31869,28165
45704,65587,73254,54108,36407,Loup, NE,38118,45605,41443,29937,28033
40552,52178,49835,46444,34887,McPherson, NE,32957,35077,28846,23651,22401
2149258,2237030,2231519,2327461,2342025,Madison, NE,1568335,1609680,1625806,1692375,1791894
421758,414485,397477,395731,370977,Merrick, NE,382550,404333,372596,359586,366437
601595,648144,549997,541164,532896,Morrill, NE,257259,263314,240732,222639,229945
163445,155195,134004,144621,143491,Nance, NE,145526,138795,132599,129389,134215
620652,644616,779030,814223,702909,Nemaha, NE,334999,321342,330139,335508,339602
256923,278855,260188,247791,279862,Nuckolls, NE,204153,204925,196993,194626,213257
1126103,1135992,1383317,1391166,1406119,Otoe, NE,714047,747287,781119,820140,860787
134721,137748,140542,153031,180684,Pawnee, NE,126039,121088,118182,115104,128577
243645,199872,210047,208765,234680,Perkins, NE,173592,149665,152189,147872,163121
847012,945786,1048731,945737,895982,Phelps, NE,552932,580182,552010,463570,474920
314661,340410,306407,289167,350960,Pierce, NE,403170,452476,365925,363759,408101
2412568,2328316,2364499,2455969,2560802,Platte, NE,1496556,1536628,1543391,1545306,1647662
286011,289229,259101,289352,297542,Polk, NE,269160,284729,247982,252253,269198
526176,518555,504664,496919,521965,Red Willow, NE,475743,480659,465732,467611,496290
320193,307177,315087,334147,321024,Richardson, NE,369783,369787,360397,367730,382521
110122,127719,128921,130155,75430,Rock, NE,92797,94247,83957,76217,66968
753051,784766,804835,816062,874940,Saline, NE,554130,568479,577545,589237,628003
6352811,6568133,6673011,6809589,6860214,Sarpy, NE,7599405,8100120,8391199,8790405,9284454
609196,664257,679983,700616,709898,Saunders, NE,940140,992514,1013108,1050263,1111862
1516283,1511358,1538525,1467883,1499979,Scotts Bluff, NE,1480103,1512346,1522205,1519808,1589683
684057,676818,651577,701790,683617,Seward, NE,772575,776052,783532,821257,862996
248398,231565,230599,216377,238816,Sheridan, NE,254490,248252,230788,226610,244323
105719,110398,96229,86874,128385,Sherman, NE,128862,131975,120883,119742,136568
108323,122818,141509,88808,67340,Sioux, NE,89437,84038,79765,51913,50334
298772,327404,336697,352852,359343,Stanton, NE,258996,285413,270125,267855,287558
398426,389113,356002,361089,458204,Thayer, NE,273789,276060,259255,250984,289860
61081,77865,71486,60583,54706,Thomas, NE,51415,55891,45319,37737,38865
441655,484273,490493,573107,533816,Thurston, NE,322938,329196,307160,299836,302842
227441,232203,254709,213004,220328,Valley, NE,180813,187847,189428,181706,191537
1330832,1260512,1311075,1105701,1084508,Washington, NE,1003173,1058640,1078687,1118678,1170579
414899,436448,436045,475429,469606,Wayne, NE,395169,405414,397129,402141,419578
189376,239911,234240,228947,266992,Webster, NE,170480,186173,171097,159326,171729
164056,193189,233610,177811,200951,Wheeler, NE,89096,99485,86044,49029,58667
735879,765658,737222,785440,778417,York, NE,640120,653140,637052,653538,687114
912983,922253,951966,961710,1038391,Churchill, NV,906700,941068,946082,998169,1067074
92438237,96610558,99198167,101392420,107622947,Clark, NV,83258481,89737220,93269102,98439211,105087856
2140962,2179846,2170340,2213182,2354292,Douglas, NV,2761445,3121448,3132193,3367422,3642708
2555168,2414125,2485334,2621223,2647073,Elko, NV,2216274,2211215,2247311,2343400,2455562
95282,84367,95092,94987,88757,Esmeralda, NV,41437,37331,36152,36541,33133
1378369,1236657,1489421,1764131,1602010,Eureka, NV,75766,70617,67619,74080,79925
1329529,1162938,1183387,1245291,1203099,Humboldt, NV,744918,761484,740086,767910,787715
774660,723949,837997,971485,905873,Lander, NV,321240,330348,322326,340750,356368
158567,160677,168014,172513,182133,Lincoln, NV,162812,173072,174998,181821,190377
1269713,1245655,1318058,1361220,1428585,Lyon, NV,1650231,1756238,1869530,1994803,2160470
193260,189307,209668,217498,228422,Mineral, NV,152457,154289,159865,162948,171865
1445592,1433332,1484407,1569375,1609430,Nye, NV,1435600,1518356,1539209,1610128,1715658
351634,329466,334099,387638,363785,Pershing, NV,201954,208582,203199,213210,217257
625394,793291,728269,1156934,1485373,Storey, NV,151883,166867,180218,210583,240335
20716316,22157039,22884873,23687744,22976437,Washoe, NV,20185339,22370074,23554120,25679573,27776003
616481,591141,629704,724637,705080,White Pine, NV,377680,392276,381976,403222,423875
2902925,2995127,2993317,3156084,3240155,Carson City (Independent City), NV,2301078,2457535,2470026,2624755,2812458
2434228,2529942,2559534,2595286,2673442,Belknap, NH,3137139,3310233,3412790,3531191,3727893
1943173,1962369,1962213,1988941,2029530,Carroll, NH,2372393,2479936,2568323,2717487,2875460
3202877,3335054,3334470,3355740,3376138,Cheshire, NH,3473613,3652635,3696805,3784209,3975258
1118185,1142239,1156841,1138637,1146857,Coos, NH,1204171,1255215,1277141,1309088,1361412
5621578,5727106,5748182,5835561,5996422,Grafton, NH,4704964,4948364,5095381,5171443,5425401
22898046,23854124,24416112,24782415,25514840,Hillsborough, NH,21714452,22492673,23277147,24089099,25390957
8738080,8493092,8521382,8617333,8883678,Merrimack, NH,7678254,7719996,8034364,8284645,8754211
17029486,17607009,18196013,18630704,18938880,Rockingham, NH,18502985,19556306,20358683,21559841,22823053
5114094,5378308,5429720,5669014,5764984,Strafford, NH,5462452,5785917,5995506,6246275,6579205
1445975,1485561,1497579,1513465,1518317,Sullivan, NH,1974771,2011142,2100527,2128781,2229759
13152309,12705660,12471409,12424734,12863458,Atlantic, NJ,11885211,11993907,12102659,12397367,12917979
64882829,64989040,64865064,64494856,66148892,Bergen, NJ,68775144,71995884,73523728,76069906,80509209
23602350,24340302,24365768,24747071,25242828,Burlington, NJ,24096303,25144899,25785992,26439912,27667447
22195541,22558680,22921961,23199521,23773431,Camden, NJ,23853545,24826318,25436770,26254721,27434409
4843688,4803794,4800458,4757727,4852632,Cape May, NJ,4885943,5095369,5245523,5402435,5634744
5884451,6012536,6126043,5954454,6051881,Cumberland, NJ,5538799,5712053,5753050,5861990,6082463
49671461,50829629,51344851,51601199,52311173,Essex, NJ,46130978,48091245,49342951,51122668,53951104
11989125,14304875,13985808,14162898,14353051,Gloucester, NJ,13768742,14443867,14749373,15256487,15953147
40167638,41946981,42034951,43796480,44690400,Hudson, NJ,34887039,37584350,39109453,42031286,44037762
6682330,6603611,6541100,6838373,6811313,Hunterdon, NJ,9898119,10164164,10427806,10588115,11175653
27654959,27806922,28160390,27815178,28459499,Mercer, NJ,22885602,23379305,23739549,24282260,25644178
53884765,55223378,56463802,56688188,58319626,Middlesex, NJ,44477750,45398498,46684949,48148339,50664853
30214363,30500735,30842363,31018115,31954708,Monmouth, NJ,42159775,44083408,45420838,47148492,49694758
49013799,50235247,51655588,51699014,52564871,Morris, NJ,41707118,43618511,44885619,46237324,48850543
18115461,18428288,18517079,18535721,18862944,Ocean, NJ,26270553,27643384,28657367,29623968,31290457
22037117,21494475,21318572,20861160,21166615,Passaic, NJ,23090713,23793691,24069105,24325157,25452236
5403944,5093409,4675502,4905133,5000437,Salem, NJ,2771683,2873661,2887102,2917857,3036212
31300188,33079642,34599973,36051564,37343694,Somerset, NJ,27477841,29127148,30441590,32915620,35167552
4378757,4373376,4404366,4371424,4478411,Sussex, NJ,7780949,7961589,8077973,8289938,8695304
36380749,35781217,35677223,35531624,36426964,Union, NJ,32474762,33720830,34598500,36112814,38094751
4315021,4275997,4268309,4165110,4183193,Warren, NJ,5262823,5445191,5500041,5653908,5929716
32292628,32750420,33592951,33219394,33852532,Bernalillo, NM,26097903,27109332,28117016,28580510,29901472
79021,76972,74135,74651,75309,Catron, NM,105529,108357,105462,109646,114532
2105943,2048359,2072346,2041275,2003504,Chaves, NM,2492654,2400975,2393536,2483493,2608405
463476,455729,450583,431526,411440,Colfax, NM,471690,473574,475671,471602,482294
2999296,2938820,2987664,3041013,3024286,Curry, NM,2215094,2116030,2127840,2166479,2183197
57793,50732,53641,50587,50467,De Baca, NM,78244,71651,73064,70043,70588
6400475,6597222,6788949,6712348,6757266,Doña Ana, NM,6783512,7180236,7412201,7597698,7954729
6320305,7224246,7048553,7333885,8235321,Eddy, NM,2942330,2884334,2687316,2727957,3133691
1264718,1224645,1176183,1208780,1170854,Grant, NM,1015786,1055534,1050544,1058863,1121908
126907,131684,136767,123628,124670,Guadalupe, NM,133971,142712,148511,138886,143226
140809,150860,146672,133781,110695,Harding, NM,32815,31363,30056,25295,25359
197747,194725,188857,185673,193173,Hidalgo, NM,175689,174104,168697,167761,176194
6227148,6677616,6023175,6626799,7791593,Lea, NM,2861357,2928981,2397929,2635712,3093274
599248,581182,579079,571364,590517,Lincoln, NM,761020,790221,774763,772722,817296
1985756,1994809,2082560,2113033,2128143,Los Alamos, NM,1130113,1160330,1245669,1274750,1348522
743846,762490,769141,742469,754364,Luna, NM,698395,731891,735130,721717,746219
2515586,2523990,2381551,2377395,2422005,McKinley, NM,1819151,1891467,1923841,1933108,2007591
145252,131137,105835,74015,76640,Mora, NM,217360,210298,188893,154485,160116
2474726,2424955,2459480,2471232,2526350,Otero, NM,2084491,2118378,2172648,2206952,2313040
274045,271051,260487,261362,264816,Quay, NM,289827,294451,298934,304859,315458
1336740,1428674,1415510,1406660,1343500,Rio Arriba, NM,1215417,1282562,1299459,1296599,1348901
625848,565725,638336,667034,643474,Roosevelt, NM,752506,699478,709881,748910,739335
2968490,2989408,2984347,2937060,2991564,Sandoval, NM,5080500,5322876,5585369,5694696,6031791
6486513,6655678,6228398,6189598,5812050,San Juan, NM,4345908,4398080,4232106,4265534,4433145
614860,607695,603167,588496,588905,San Miguel, NM,879712,923429,927485,916012,954082
5811363,5835174,5810487,5748226,5825345,Santa Fe, NM,7473243,7690938,8097452,8269830,8779840
275500,296633,305584,306440,283461,Sierra, NM,389125,411246,414976,426019,427580
484991,488248,480380,463697,476932,Socorro, NM,549160,559051,555767,552446,580688
929922,867450,872461,871736,875296,Taos, NM,1099323,1152664,1183135,1201914,1262680
316627,332732,306881,309239,332211,Torrance, NM,440993,453700,451701,453326,471557
220847,231584,237922,234055,214166,Union, NM,130118,133204,135067,136188,134329
26781633,27048252,27577236,27798104,27767672,Albany, NY,16524036,17118319,17134394,18287445,18795747
1363046,1344667,1307134,1306720,1314918,Allegany, NY,1501709,1531798,1528569,1593770,1619460
38712453,38864519,38921080,39819920,42695638,Bronx, NY,45551104,47693978,48735257,52292355,53527813
8829770,8727400,8703292,8865371,8981867,Broome, NY,7549911,7809504,7893023,8291518,8536497
2804932,2738023,2649524,2679529,2659316,Cattaraugus, NY,2791225,2862686,2853596,3011665,3073232
2638831,2532267,2466121,2472707,2455069,Cayuga, NY,2969496,3002639,3033633,3174112,3257880
4836732,4812366,4720719,4846451,4795711,Chautauqua, NY,4756329,4875669,4881841,5157481,5214677
3734980,3672232,3598261,3573676,3625650,Chemung, NY,3443730,3483425,3480025,3627943,3738576
1926171,1971041,1972456,1986133,1973842,Chenango, NY,1804501,1842395,1862412,1954930,1988913
3444997,3519059,3498274,3565723,3554003,Clinton, NY,3133181,3285207,3306344,3482740,3557113
2333541,2313702,2293614,2234832,2234756,Columbia, NY,3022663,3102600,3142057,3254763,3343931
1793885,1823915,1754693,1781987,1780484,Cortland, NY,1707468,1804664,1796822,1893904,1945984
1730323,1721280,1688280,1759604,1738567,Delaware, NY,1611122,1610419,1613553,1718643,1764716
11955440,12096100,12206856,12417718,12564796,Dutchess, NY,14040660,14671690,15091649,15822261,16555300
49265603,50320424,50556003,51067834,51595428,Erie, NY,40965117,42727635,43519017,45900592,47401067
1444017,1398071,1400243,1411164,1428868,Essex, NY,1513266,1526680,1568515,1661650,1715649
1702770,1642841,1665124,1724479,1696153,Franklin, NY,1712350,1732516,1763306,1866709,1893228
1617715,1628782,1685308,1729982,1687432,Fulton, NY,1988883,2083292,2142563,2262312,2310420
2255149,2223566,2117205,2189801,2176156,Genesee, NY,2301738,2358141,2349860,2452856,2506428
1933716,1991231,2067792,2093170,2057304,Greene, NY,2004133,2064994,2091789,2184349,2232437
257090,246761,241928,246607,250516,Hamilton, NY,219604,220046,222971,232475,239816
1748429,1717691,1696935,1746998,1760557,Herkimer, NY,2306275,2349640,2374099,2518642,2571088
6300006,6064487,5870512,5929646,5910020,Jefferson, NY,5045052,5026107,4935814,5141615,5243969
78514178,81205561,82653065,85445141,91559456,Kings, NY,108319075,115533147,120483529,130601127,134804034
972381,906174,926827,937068,926216,Lewis, NY,1112396,1090077,1087901,1145298,1162912
1943164,1891610,1851189,1984716,2021448,Livingston, NY,2369376,2425114,2504284,2795705,2902645
2116306,2076126,2031060,2099267,2093954,Madison, NY,2751608,2829348,2892889,3047104,3150517
42157214,43140086,43381854,43624348,43857509,Monroe, NY,34304571,35942962,36415834,38099069,39314982
1747929,1731161,1742213,1809292,1796337,Montgomery, NY,1817860,1882893,1918542,2023349,2058697
79298201,80269906,80681308,81313669,81196003,Nassau, NY,102136414,106490896,109452354,115629541,122032027
563313395,573528969,585656623,601464989,600244287,New York, NY,246481387,253336204,270336613,297958121,315869671
8532202,8388828,8646433,8682100,8730408,Niagara, NY,8343044,8672059,8831474,9316302,9574932
9824816,9762134,9907398,10042066,10131589,Oneida, NY,9017478,9272488,9460114,9990483,10261475
27082951,27780869,27898437,28255882,28644000,Onondaga, NY,21148013,22132713,22418436,23556901,24423221
5184238,5507781,5332887,5448300,5486118,Ontario, NY,5004303,5396033,5394472,5682340,5877518
14305171,14672185,14820032,15073314,15425245,Orange, NY,16997810,17697701,18073352,18956852,19803237
1251782,1271741,1216953,1228264,1244000,Orleans, NY,1428245,1474026,1480826,1550819,1582350
5984490,6086390,5912547,6066338,5992557,Oswego, NY,4216681,4328614,4384851,4652362,4779332
2201883,2207943,2212215,2261655,2269245,Otsego, NY,2294510,2364251,2410683,2527184,2600370
2980399,2985701,3024277,3038085,3056190,Putnam, NY,5685382,5879199,5983098,6201425,6510366
83896141,85740807,86540887,88148259,93310007,Queens, NY,95114104,101000683,103401912,110147581,113437408
5948023,5970685,6042529,6081432,6111679,Rensselaer, NY,6821470,7100800,7263380,7612128,7837514
12833025,13135417,13191421,13466926,14514449,Richmond, NY,22730354,24082210,24627834,25945587,27022831
18045532,19043649,18597075,18363045,18491409,Rockland, NY,17161739,17870840,18027665,18829585,19692814
4247518,4116825,4200119,4383886,4325055,St. Lawrence, NY,3663428,3727734,3781948,4009735,4099269
9137863,9425616,9519300,9917618,10178558,Saratoga, NY,12530229,13764171,14177849,14886361,15563222
7276468,7372128,7455772,7426193,7384149,Schenectady, NY,7108878,7129653,7325501,7617215,7850343
850158,835761,866539,903524,925013,Schoharie, NY,1100952,1121586,1164317,1229364,1268476
566102,554743,545913,538548,541201,Schuyler, NY,692382,707688,703183,730840,753432
1296638,1268235,1223935,1250509,1247337,Seneca, NY,1195612,1213376,1220968,1294948,1323745
4847416,4890557,4910437,5008340,5127024,Steuben, NY,3883593,3987261,3996013,4194683,4329393
77826425,79155650,80043110,81130606,81211899,Suffolk, NY,86027568,90020661,93234004,97091919,101628265
2448727,2456438,2477704,2525990,2619796,Sullivan, NY,2941175,3090388,3151991,3339742,3495810
1592624,1771057,1799913,1867065,1860690,Tioga, NY,2090917,2035356,2045838,2146213,2229373
5316149,5326929,5325458,5355968,5412942,Tompkins, NY,4038968,4229917,4219282,4462964,4654658
6080000,6033576,6065862,6184371,6237082,Ulster, NY,7742386,8020027,8275529,8669500,9012508
3437963,3516729,3590915,3674566,3674608,Warren, NY,2925322,3015519,3102452,3260747,3372277
1733418,1685650,1679988,1691986,1678558,Washington, NY,2205246,2231337,2272313,2409717,2450512
3301839,3371422,3486874,3473297,3369099,Wayne, NY,3614147,3759198,3848020,4080550,4147274
69193724,70147901,70992954,72788556,73404644,Westchester, NY,87460160,90782516,93472671,99999384,105446410
1666539,1575129,1480151,1546389,1505437,Wyoming, NY,1520686,1493181,1486469,1576619,1595410
789804,795064,834030,831196,834674,Yates, NY,891170,885547,919000,968728,978793
5053477,5027956,5142796,5200654,5364474,Alamance, NC,5539607,5785944,5985371,6237219,6548003
779609,823327,812487,832551,842421,Alexander, NC,1200641,1264629,1265864,1343855,1398436
376001,449382,452424,449034,435819,Alleghany, NC,369929,392939,398139,407289,419084
708783,727526,704947,717191,742405,Anson, NC,792871,813693,795172,834185,861148
682239,696618,708157,713269,723421,Ashe, NC,861580,891243,913435,947971,984049
537664,539756,547967,551629,561233,Avery, NC,550394,570402,582414,611662,640224
1577406,1486506,1464391,1461204,1458160,Beaufort, NC,1776592,1826889,1854571,1895165,1960531
613019,620038,581268,590907,575857,Bertie, NC,629016,639001,624087,652208,661453
1486737,1534716,1499085,1529270,1495126,Bladen, NC,1078811,1089544,1087713,1135123,1138616
3408185,3411835,3533327,3622101,3648227,Brunswick, NC,4327267,4695084,5089309,5441111,5845674
10452539,10809496,11063449,11364249,11793788,Buncombe, NC,10122897,10876194,11324635,11867353,12590381
2553647,2546945,2526624,2541924,2583060,Burke, NC,2705512,2837984,2894147,3041519,3187343
5651466,5842702,6157715,6466497,6399369,Cabarrus, NC,7510830,8085711,8568405,9001900,9556853
2034906,2087420,2149216,2215203,2347493,Caldwell, NC,2451407,2589868,2638811,2768246,2901675
155410,160501,153013,149751,150096,Camden, NC,418203,436288,449197,461050,485536
1937065,1939290,1970264,2031632,2088792,Carteret, NC,2949612,3092271,3220358,3256265,3431692
375851,410859,416791,422189,424740,Caswell, NC,722051,748353,760218,782295,807854
7522094,7725457,7867830,8129434,8261212,Catawba, NC,5959551,6305824,6532413,6836096,7193629
1323295,1329533,1327417,1374782,1384426,Chatham, NC,3579597,3803205,4081228,4269280,4610745
661494,677129,668725,674489,698213,Cherokee, NC,787127,824940,837541,870199,915810
434180,448630,450951,471006,480691,Chowan, NC,504294,515768,522567,546207,572628
185129,185959,183641,185571,192692,Clay, NC,319840,337173,344692,358755,379361
3325839,3191379,3302964,3468554,3593630,Cleveland, NC,3183112,3327232,3367465,3517890,3677383
1354264,1338727,1330520,1325820,1321227,Columbus, NC,1668792,1675582,1716269,1755247,1803034
4429568,4406139,4348858,4278374,4360609,Craven, NC,4083749,4218025,4270990,4298295,4493680
15849360,15932102,15814473,15999225,16269352,Cumberland, NC,11724155,11984830,11983381,12252634,12887624
587546,595990,573065,599949,632304,Currituck, NC,995354,1058155,1105767,1155192,1230023
1792525,1760360,1741756,1770927,1787834,Dare, NC,1674017,1747544,1848966,1944221,2055507
3884415,4312622,4531913,4708272,4683171,Davidson, NC,5635552,5836688,5990760,6259826,6512483
