2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
941203,1050328,1092842,1165652,1167374,Davie, NC,1717179,1801445,1845989,1947487,2035388
2198923,2232948,2191274,2235975,2122949,Duplin, NC,1927424,1919190,1884297,1995406,1978665
34098387,34363523,33897699,34665300,35921840,Durham, NC,12934736,13646687,14232801,14986630,16058004
1453540,1464921,1467042,1478580,1494281,Edgecombe, NC,1689438,1719054,1720997,1758210,1817377
21484628,21321563,21293669,21513599,21641338,Forsyth, NC,15787324,16535730,16764457,17682171,18501670
1184755,1189536,1195368,1236938,1279293,Franklin, NC,1959426,2065635,2151137,2289641,2448216
6265827,6270238,6331095,6530380,6804692,Gaston, NC,7660189,8038474,8273625,8747604,9221142
145395,146894,144911,146569,148159,Gates, NC,372219,383102,390917,407842,417320
220353,229708,211268,218290,234842,Graham, NC,250583,257957,251781,268965,280610
2101000,2035253,2073674,2120106,2098627,Granville, NC,1935051,2007609,2099824,2188055,2323593
475799,467207,491428,513928,494686,Greene, NC,651011,640676,638899,681713,684341
30176229,30734191,30328567,30886851,31387797,Guilford, NC,21087409,22381201,22608249,23439535,24482132
1402862,1403555,1376816,1363691,1396171,Halifax, NC,1662122,1721740,1738099,1775146,1821331
2016801,2021501,2071660,2124069,2167983,Harnett, NC,3937212,4093736,4182682,4371968,4644362
1476460,1496082,1520300,1516459,1569361,Haywood, NC,2062374,2172192,2269397,2358053,2496793
3638582,3795282,3994726,4075955,4235883,Henderson, NC,4128959,4361361,4539246,4766717,5052354
788435,772232,783188,788885,780391,Hertford, NC,701945,732391,734561,761565,773705
776144,823777,847554,878796,862833,Hoke, NC,1480289,1517477,1540442,1618700,1705806
252076,261045,242303,246573,256337,Hyde, NC,224030,229923,212804,221420,227455
6986860,7133047,7260397,7230451,7394300,Iredell, NC,7332121,7831169,8133022,8434954,8933331
1154692,1200620,1245747,1283418,1287707,Jackson, NC,1179606,1250330,1311811,1375707,1423021
4180820,4218400,4290371,4443268,4571119,Johnston, NC,6311211,6709960,7126416,7513061,8091135
185450,169119,181737,185819,171971,Jones, NC,358742,356281,361419,368907,371374
3250188,3167808,3090131,3121920,3210730,Lee, NC,2070308,2191769,2234831,2318944,2464105
2516163,2487698,2457167,2548022,2577693,Lenoir, NC,2073910,2115916,2135414,2224186,2290640
1914878,1962659,2012355,2048504,2116667,Lincoln, NC,3109747,3284114,3407759,3617496,3835937
1247960,1283270,1261653,1298305,1306127,McDowell, NC,1321160,1382459,1400877,1477800,1550724
940389,972082,964272,978753,1009238,Macon, NC,1174814,1240262,1275930,1342084,1413407
357706,359391,358964,366218,370832,Madison, NC,620061,651879,670550,704597,740736
640991,627283,620081,618511,614404,Martin, NC,733685,733447,754299,768167,785492
87097530,92297858,92994049,95855607,97637010,Mecklenburg, NC,51998025,55925819,58408587,63064378,66878185
437040,427726,427702,435652,461212,Mitchell, NC,479423,497698,496890,519755,538981
829571,844812,849711,851901,870571,Montgomery, NC,843446,885173,877142,923246,971143
2892189,2967268,3030381,3087360,3190937,Moore, NC,4303446,4515450,4597956,4789385,5063095
5629362,7117694,7692590,7608901,7510036,Nash, NC,3524328,3633459,3671818,3784435,3950184
10963944,11268387,11688995,11864700,12296654,New Hanover, NC,8738947,9273717,9613917,9997379,10519705
472184,484410,479657,481893,488283,Northampton, NC,610038,623144,627741,658409,672630
7949303,7823390,8207955,8005278,8155742,Onslow, NC,8211102,8303837,8822664,8735704,9121475
6901062,7032675,7223097,7341967,7675148,Orange, NC,7730861,8230477,8585728,9135738,9840004
272503,266811,266239,268789,274286,Pamlico, NC,480714,496411,500339,526534,551546
1362206,1400204,1397687,1412519,1414396,Pasquotank, NC,1378742,1426512,1463196,1503667,1562431
1016238,1037407,1099411,1127053,1141947,Pender, NC,1858509,1946416,2048170,2144885,2232472
210429,202356,202571,234335,236000,Perquimans, NC,483081,489666,509534,532117,547356
1652070,1473982,1429239,1300679,1302748,Person, NC,1333518,1369867,1383702,1438318,1509255
7268118,7526442,7534598,7719111,7778281,Pitt, NC,6428721,6692214,6843074,7122044,7410874
455856,462233,462178,452732,458682,Polk, NC,806492,843247,859677,886427,933484
3773130,3890738,3857985,3915646,3960189,Randolph, NC,4753269,4865771,4968401,5140551,5306487
1585283,1754462,1770417,1748608,1845375,Richmond, NC,1440996,1496455,1496814,1536241,1577669
3034998,3055855,2996269,3065727,3083812,Robeson, NC,3615993,3653885,3681933,3748269,3880802
3093229,2959621,2966286,2923215,2957387,Rockingham, NC,3053372,3127710,3167723,3257730,3367943
4396873,4538382,4633194,4688045,4829489,Rowan, NC,4640887,4855753,4950472,5140284,5380568
1583411,1560750,1578507,1588194,1643630,Rutherford, NC,1950523,1995437,2024069,2086973,2189470
2068573,2103971,2121400,2137020,2053485,Sampson, NC,2224877,2237472,2192440,2291812,2284190
973213,949731,943861,959215,982653,Scotland, NC,1048338,1077561,1072996,1116068,1156687
1582913,1616731,1669552,1715003,1749811,Stanly, NC,2029984,2100434,2190732,2316909,2423873
1230547,1163925,1085314,1043722,988135,Stokes, NC,1491904,1548370,1566134,1627866,1675441
2268270,2357193,2350239,2390757,2447200,Surry, NC,2503465,2576801,2611070,2688814,2771613
506115,522380,520435,515112,534478,Swain, NC,473659,497099,507702,530585,547424
848277,885429,926855,931944,963170,Transylvania, NC,1164225,1239626,1301638,1355223,1439442
120657,112498,115497,111921,105323,Tyrrell, NC,122139,117992,121842,124351,123931
5580638,5687927,5833726,6092179,6210252,Union, NC,9430294,10343265,10823127,11397902,12108123
1186721,1208249,1215038,1208062,1202825,Vance, NC,1387310,1443033,1468114,1492016,1565054
57616892,61468221,64182144,66188586,70297010,Wake, NC,50959830,54910666,57224714,59875574,64461643
335785,335188,327648,323076,323338,Warren, NC,560486,572611,572752,583346,602070
259306,256639,252520,252370,253888,Washington, NC,396489,406993,409033,417742,427786
1780639,1826776,1839582,1887055,1924260,Watauga, NC,1672199,1775074,1852456,1949233,2052277
4597661,4685843,4637941,4702700,4714200,Wayne, NC,4353804,4442536,4431172,4598543,4741631
2029084,2089128,2070085,2132974,2103352,Wilkes, NC,2171076,2293158,2331363,2442854,2507520
3749863,3790647,3775521,3830882,3890550,Wilson, NC,2929674,3044368,3086617,3160369,3299039
884461,983467,1024254,1078335,1053658,Yadkin, NC,1276880,1299942,1304283,1356883,1390122
345643,348411,359684,364136,412309,Yancey, NC,558212,572235,581435,609478,657307
119486,138995,132063,211640,163724,Adams, ND,117496,120206,116869,139562,135797
641666,563345,676389,636932,659641,Barnes, ND,544991,530558,566740,547865,588079
175771,244891,174124,176223,213186,Benson, ND,213728,201234,221613,220547,240064
147478,165118,121732,124315,123345,Billings, ND,87059,75550,62522,67747,68633
363365,327405,315255,288579,358288,Bottineau, ND,383435,353741,322759,330918,377114
312549,319169,253833,287857,246299,Bowman, ND,219202,194836,177399,184758,187109
249128,227834,167052,157692,137304,Burke, ND,197471,166365,134750,132003,133815
5149443,5365185,5199793,5162417,5212246,Burleigh, ND,5215059,5347262,5358892,5332742,5542354
10908621,10994343,10901197,10886640,11198520,Cass, ND,8919029,9221067,9473942,9598771,10177672
380965,312546,390680,343051,448729,Cavalier, ND,230587,207315,232444,216633,260525
239453,257245,290617,228929,292025,Dickey, ND,282571,235873,250892,227140,257101
315282,361600,227484,213937,192612,Divide, ND,159687,140283,113995,111755,110894
1203964,1137588,849245,943825,973681,Dunn, ND,358124,299242,236117,249744,261383
107815,115951,89409,113713,115790,Eddy, ND,114510,101499,112044,118386,124931
126199,162230,214180,175605,172102,Emmons, ND,139320,144798,163919,155063,163067
261928,274473,345558,302783,272478,Foster, ND,184542,181742,208902,202401,202376
83678,81873,80374,76497,77051,Golden Valley, ND,99811,87100,77664,76138,77608
3554866,3645135,3608213,3691868,3740414,Grand Forks, ND,3218525,3351175,3416239,3478322,3644225
107519,107374,124551,146863,82249,Grant, ND,96048,89641,97830,103358,91092
165540,142901,191599,154534,141446,Griggs, ND,125226,117842,130903,120799,123538
94368,152128,116250,125762,115597,Hettinger, ND,134862,112528,97845,122390,128541
126192,155752,111843,124336,135635,Kidder, ND,114570,114355,109725,114333,123199
250724,236963,307707,186174,280936,LaMoure, ND,212753,183297,217441,187915,228016
172304,163124,166350,191340,192265,Logan, ND,103043,93948,102169,105931,115214
250527,290240,233487,225380,278859,McHenry, ND,295946,292509,277217,272167,303789
169761,153705,153020,210576,185579,McIntosh, ND,133046,128627,132826,150872,154055
2884991,2933082,2464867,2586303,2956333,McKenzie, ND,896618,828659,685931,742983,852673
810215,693917,733122,670149,753102,McLean, ND,491194,468117,492871,472435,520153
994539,1064167,1158086,1058324,957979,Mercer, ND,467522,487991,497393,493519,478156
1438426,1459401,1378960,1466400,1477280,Morton, ND,1513015,1561979,1548358,1554614,1621696
2031252,1945472,1524876,1482099,1518221,Mountrail, ND,702553,637891,532515,545345,602406
137424,121239,157064,192731,155934,Nelson, ND,161079,153457,164006,175029,174483
261588,264424,253172,261681,256140,Oliver, ND,86285,85329,88468,89605,94263
356703,395027,352260,357025,359871,Pembina, ND,356828,364866,347752,364674,347964
201727,235912,214859,220620,262660,Pierce, ND,182769,173610,173213,189804,212499
507111,592098,556916,550038,516137,Ramsey, ND,533639,500693,549864,537568,544492
192447,230984,246493,232993,249745,Ransom, ND,234509,246919,262943,269525,292811
174290,117062,154802,107119,146690,Renville, ND,143834,132189,140172,125932,144756
727696,759077,907650,925152,950729,Richland, ND,712334,735158,792751,809769,860778
296728,366967,353423,373961,374598,Rolette, ND,471644,498589,496366,496332,524092
687331,825761,792298,790211,854986,Sargent, ND,210848,204210,236699,224927,253282
42369,71139,71000,47473,40615,Sheridan, ND,41616,51179,54214,42367,47885
148420,178396,163302,153906,129712,Sioux, ND,118083,123091,126137,123106,120550
119204,100784,75565,49973,57324,Slope, ND,56046,45268,41311,34046,37750
3816371,3070264,2377398,2412100,2523736,Stark, ND,2619619,2287556,1853558,1798102,1891801
162828,128484,227906,178207,183572,Steele, ND,113313,100068,126156,111294,120511
1213236,1058119,1265419,1230690,1337331,Stutsman, ND,1025430,1004669,1072370,1055649,1139789
90103,86568,81594,96848,125071,Towner, ND,99842,97015,101070,102966,117900
390723,418394,409375,436391,397360,Traill, ND,370212,372711,389078,404277,410716
477892,565198,448297,559783,487946,Walsh, ND,480040,462929,478570,516266,522092
4213432,4055404,3650218,3555409,3733225,Ward, ND,4021280,3861408,3574497,3512278,3740423
240101,268488,265222,323939,268583,Wells, ND,214649,186198,209524,222657,218932
8207346,6721576,4887064,4921056,5435976,Williams, ND,3300749,2836265,2172755,2191284,2434697
1347933,1369333,1528527,1285726,835269,Adams, OH,849675,885146,895400,927107,960129
7581703,7017857,7137897,7249480,7558930,Allen, OH,3859718,3992052,4054018,4196097,4395648
1594995,1609795,1598130,1595899,1627015,Ashland, OH,1828015,1888093,1902932,1984306,2066018
2730902,2784450,2683288,2719196,2781238,Ashtabula, OH,3375194,3475046,3488349,3625510,3749703
1846375,1892880,1898820,1961671,1899070,Athens, OH,1961718,2043316,2084894,2160880,2189999
2052662,2009807,2003508,2074560,2234651,Auglaize, OH,1942577,1963696,2015003,2135604,2270891
3123593,4355531,5175882,6448543,6153399,Belmont, OH,2509815,2560271,2509200,2691891,2864188
768521,780418,769987,787000,785545,Brown, OH,1403632,1443209,1490951,1559681,1624554
16392179,16808916,17223274,17759787,18352682,Butler, OH,15213329,15907849,16393191,17265499,18127599
2379365,3102236,3617615,3232375,3157285,Carroll, OH,989784,989368,984732,1040238,1075053
1076841,1025201,992346,1089925,1058604,Champaign, OH,1423879,1445299,1468036,1539680,1591029
4249801,4294566,4284040,4352218,4414081,Clark, OH,4917930,5031082,5097520,5282966,5486879
6810523,7418889,7195908,7471274,7620619,Clermont, OH,8880570,9819426,9880102,10437863,11047894
1671626,1764094,1787618,1827429,1933426,Clinton, OH,1612631,1716789,1756986,1826294,1923164
3042317,3102927,2960143,2964828,2970872,Columbiana, OH,3638114,3704770,3662038,3762995,3902646
1656573,1551870,1383780,1329803,1331966,Coshocton, OH,1179117,1262117,1179336,1223702,1276757
1251125,1267182,1243057,1250396,1235200,Crawford, OH,1471315,1499800,1491842,1550227,1608155
84184170,85763963,85879394,86988138,88717686,Cuyahoga, OH,60300562,62209338,63214305,65306575,68087050
1807315,1719201,2012476,1903407,1841018,Darke, OH,1962610,1975306,1957026,2070604,2196278
1697078,1692186,1734683,1653830,1710144,Defiance, OH,1437338,1432632,1477556,1508408,1585376
8818600,8974761,9271953,9765615,9853034,Delaware, OH,11943401,12772252,13482723,14325419,15176138
5445795,4866634,4973481,4907825,4996510,Erie, OH,4331506,4281867,4567832,4443970,4670236
3564241,3579982,3636171,3831982,3795258,Fairfield, OH,6028293,6317261,6527871,6868635,7183596
1646235,2049146,2287329,2208698,2311461,Fayette, OH,972612,995282,1027511,1064465,1102188
80619141,82444864,83159605,84688146,86497107,Franklin, OH,56841047,59896723,61075613,63047635,66096109
1868603,2004665,1977001,1963895,1984068,Fulton, OH,1682252,1737795,1789209,1839264,1927539
2033108,1920237,2044957,2180751,2158774,Gallia, OH,1065568,1080325,1085762,1128088,1195089
3687684,3658335,3594792,3659094,3733117,Geauga, OH,5718466,5850872,5968748,6186721,6500257
7866542,8178552,8336201,8559962,8796649,Greene, OH,7166337,7466265,7656968,8042674,8448709
1641397,2340389,2234255,2319688,2607037,Guernsey, OH,1416088,1440171,1423183,1503162,1556114
63514374,64157236,65651526,66604173,66977577,Hamilton, OH,41994479,43302109,44392886,46269123,48642736
4871219,5536492,5394451,5226732,5242941,Hancock, OH,3669863,4562139,3965852,3736647,3919713
959590,839240,846835,824076,952308,Hardin, OH,976740,944280,958330,986996,1054023
1227221,2354971,2746683,2480727,1996217,Harrison, OH,529651,534723,520064,570583,585314
1135488,1050729,1100507,1084932,1142699,Henry, OH,1099538,1127288,1153611,1184893,1242816
1022407,987667,980858,1027096,1025946,Highland, OH,1351989,1396937,1429628,1503887,1564111
596814,584489,589189,592438,586310,Hocking, OH,934541,977008,998973,1048658,1079956
1915660,2062422,2017562,2202629,2211791,Holmes, OH,1579355,1714728,1705982,1877148,1984397
2121496,2121494,2066681,2168602,2163662,Huron, OH,2111250,2184265,2193475,2284369,2359029
941596,925429,890195,891526,899289,Jackson, OH,1065427,1097195,1098374,1120410,1158812
3257132,2963056,3142613,3456018,3836529,Jefferson, OH,2340531,2388912,2360613,2478754,2585378
1923814,1864195,1824453,1868251,1893132,Knox, OH,2341491,2380471,2393814,2495052,2609547
10153704,10274824,10313229,10343359,10482488,Lake, OH,10319306,10571260,10738919,11195984,11693780
1501796,1620930,1684179,1562763,1626548,Lawrence, OH,2061973,2122994,2136998,2198878,2315225
4988088,5160590,5179948,5316725,5577325,Licking, OH,6833417,7159166,7359441,7722130,8095725
2027666,1799183,1817093,1839684,1921506,Logan, OH,1708672,1740128,1781161,1861768,1946478
9723695,9956275,9878722,9892230,10027706,Lorain, OH,12317989,12721994,13130003,13627492,14280791
26011466,24102235,23856108,24073775,24726798,Lucas, OH,17736322,18474627,18778279,19064686,19900137
1604882,1589351,1645255,1747084,1689443,Madison, OH,1600873,1632953,1693097,1788226,1854304
8591518,8642714,8512047,8594657,8660236,Mahoning, OH,9205776,9365934,9374945,9505414,9896991
2389586,2435079,2471461,2581846,2688988,Marion, OH,2124487,2187974,2267081,2386762,2496186
6366487,6115445,6179047,6250513,6362804,Medina, OH,8390085,8809165,9160855,9511615,9976843
361963,370041,358481,356236,364284,Meigs, OH,710350,734564,743344,763777,787162
2007461,1971952,1840435,1886572,2157710,Mercer, OH,1858593,1857456,1828540,1950272,2111936
3919094,3841684,3944911,3987969,4056603,Miami, OH,4305382,4412206,4552114,4804191,5051061
1082760,1716334,2468886,2643518,3348767,Monroe, OH,429228,432003,422398,446175,478025
24926353,24958095,25000243,25413874,25846635,Montgomery, OH,21840293,22595528,22991539,23923824,24961727
291267,296701,289645,301273,305891,Morgan, OH,438278,450581,448282,467064,484565
562751,600852,585433,534655,560880,Morrow, OH,1181110,1210251,1256934,1313334,1357650
3710221,3642468,3552449,3561412,3650728,Muskingum, OH,3140501,3252531,3278981,3376556,3500232
868911,1438383,1439000,1365013,1222413,Noble, OH,349065,361915,357819,372968,390591
1685294,1861788,1784783,1861090,1826546,Ottawa, OH,1812742,1871561,1934712,1997911,2105199
568002,553238,544632,535779,583138,Paulding, OH,700564,682678,689424,717938,769755
664706,634815,635718,684221,716005,Perry, OH,1162444,1209292,1241490,1297522,1339969
1555303,1555383,1587230,1716544,1703465,Pickaway, OH,2048256,2098326,2169352,2296573,2389162
1533704,1561518,1687654,1616983,1721831,Pike, OH,932323,973623,958851,1021422,1050921
